41,0.000488,0.000009,0.000000,0.000000,0.000000
42,0.000543,0.000012,0.000000,0.000000,0.000000
43,0.000670,0.000019,0.000000,0.000000,0.000000
44,0.000746,0.000025,0.000000,0.000000,0.000000
45,0.000852,0.000030,0.000000,0.000000,0.000000
46,0.000876,0.000044,0.000000,0.000000,0.000000
47,0.000990,0.000058,0.000000,0.000000,0.000000
48,0.001031,0.000067,0.000000,0.000000,0.000000
49,0.001098,0.000097,0.000002,0.000000,0.000000
50,0.001197,0.000112,0.000001,0.000000,0.000000
51,0.001284,0.000155,0.000003,0.000000,0.000000
52,0.001376,0.000199,0.000005,0.000000,0.000000
53,0.001448,0.000257,0.000004,0.000000,0.000000
54,0.001543,0.000319,0.000011,0.000000,0.000000
55,0.001692,0.000419,0.000012,0.000000,0.000000
56,0.001789,0.000510,0.000022,0.000000,0.000000
57,0.001894,0.000619,0.000032,0.000000,0.000000
58,0.002036,0.000806,0.000043,0.000000,0.000000
59,0.002144,0.000966,0.000059,0.000000,0.000000
60,0.002274,0.001186,0.000086,0.000000,0.000000
61,0.002428,0.001404,0.000121,0.000000,0.000000
62,0.002581,0.001694,0.000159,0.000000,0.000000
63,0.002736,0.002078,0.000217,0.000000,0.000000
64,0.002854,0.002505,0.000290,0.000001,0.000000
65,0.003006,0.002941,0.000384,0.000001,0.000000
66,0.003154,0.003414,0.000521,0.000001,0.000000
67,0.003318,0.004030,0.000659,0.000002,0.000000
68,0.003433,0.004620,0.000843,0.000001,0.000000
69,0.003513,0.005358,0.001067,0.000003,0.000000
70,0.003679,0.006144,0.001355,0.000004,0.000000
71,0.003840,0.006913,0.001646,0.000004,0.000000
72,0.003942,0.007755,0.001971,0.000007,0.000000
73,0.004021,0.008623,0.002344,0.000008,0.000000
74,0.004072,0.009571,0.002809,0.000005,0.000000
75,0.004131,0.010540,0.003320,0.000011,0.000000
76,0.004248,0.011458,0.003894,0.000017,0.000000
77,0.004300,0.012328,0.004367,0.000022,0.000000
78,0.004265,0.013224,0.004975,0.000024,0.000000
79,0.004321,0.014163,0.005583,0.000033,0.000000
80,0.004323,0.014951,0.006139,0.000041,0.000000
81,0.004344,0.015637,0.006762,0.000044,0.000000
82,0.004335,0.016326,0.007210,0.000050,0.000000
83,0.004306,0.016859,0.007749,0.000061,0.000000
84,0.004206,0.017306,0.008147,0.000064,0.000000
85,0.004253,0.017769,0.008525,0.000068,0.000000
86,0.004227,0.017980,0.008735,0.000082,0.000000
87,0.004116,0.018242,0.008935,0.000087,0.000000
88,0.004060,0.018321,0.009060,0.000082,0.000000
89,0.004023,0.018250,0.008968,0.000095,0.000000
90,0.003912,0.018125,0.008900,0.000098,0.000000
91,0.003834,0.017808,0.008667,0.000092,0.000000
92,0.003744,0.017468,0.008371,0.000095,0.000000
93,0.003665,0.016968,0.008047,0.000091,0.000000
94,0.003638,0.016244,0.007583,0.000092,0.000000
95,0.003493,0.015791,0.007062,0.000077,0.000000
96,0.003442,0.015147,0.006601,0.000082,0.000000
97,0.003322,0.014439,0.006090,0.000071,0.000000
98,0.003318,0.013701,0.005531,0.000064,0.000000
99,0.003230,0.012941,0.004904,0.000064,0.000000
100,0.003143,0.012009,0.004366,0.000053,0.000000
101,0.003044,0.011137,0.003847,0.000048,0.000000
102,0.002933,0.010272,0.003368,0.000036,0.000000
103,0.002930,0.009492,0.002836,0.000029,0.000000
104,0.002777,0.008608,0.002354,0.000026,0.000000
105,0.002721,0.007850,0.001994,0.000019,0.000000
106,0.002625,0.006880,0.001630,0.000015,0.000000
107,0.002578,0.006072,0.001323,0.000015,0.000000
108,0.002453,0.005417,0.001031,0.000012,0.000000
109,0.002298,0.004649,0.000805,0.000007,0.000000
110,0.002284,0.003976,0.000639,0.000004,0.000000
111,0.002100,0.003315,0.000468,0.000003,0.000000
112,0.001987,0.002732,0.000338,0.000002,0.000000
113,0.001840,0.002212,0.000223,0.000001,0.000000
114,0.001689,0.001750,0.000167,0.000001,0.000000
115,0.001509,0.001317,0.000110,0.000001,0.000000
116,0.001304,0.000979,0.000070,0.000000,0.000000
117,0.001129,0.000702,0.000041,0.000000,0.000000
118,0.000958,0.000489,0.000026,0.000000,0.000000
119,0.000752,0.000321,0.000011,0.000000,0.000000
120,0.000591,0.000210,0.000006,0.000000,0.000000
121,0.000000,0.000000,0.000000,0.000000,0.000000
122,0.000000,0.000000,0.000000,0.000000,0.000000
123,0.000000,0.000000,0.000000,0.000000,0.000000
124,0.000000,0.000000,0.000000,0.000000,0.000000
125,0.000000,0.000000,0.000000,0.000000,0.000000
126,0.000000,0.000000,0.000000,0.000000,0.000000
127,0.000000,0.000000,0.000000,0.000000,0.000000
128,0.000000,0.000000,0.000000,0.000000,0.000000
129,0.000000,0.000000,0.000000,0.000000,0.000000
130,0.000000,0.000000,0.000000,0.000000,0.000000
131,0.000000,0.000000,0.000000,0.000000,0.000000
132,0.000000,0.000000,0.000000,0.000000,0.000000
133,0.000000,0.000000,0.000000,0.000000,0.000000
134,0.000000,0.000000,0.000000,0.000000,0.000000
135,0.000000,0.000000,0.000000,0.000000,0.000000
136,0.000000,0.000000,0.000000,0.000000,0.000000
137,0.000000,0.000000,0.000000,0.000000,0.000000
138,0.000000,0.000000,0.000000,0.000000,0.000000
139,0.000000,0.000000,0.000000,0.000000,0.000000
140,0.000000,0.000000,0.000000,0.000000,0.000000
141,0.000000,0.000000,0.000000,0.000000,0.000000
142,0.000000,0.000000,0.000000,0.000000,0.000000
143,0.000000,0.000000,0.000000,0.000000,0.000000
144,0.000000,0.000000,0.000000,0.000000,0.000000
145,0.000000,0.000000,0.000000,0.000000,0.000000
146,0.000000,0.000000,0.000000,0.000000,0.000000
147,0.000000,0.000000,0.000000,0.000000,0.000000
148,0.000000,0.000000,0.000000,0.000000,0.000000
149,0.000000,0.000000,0.000000,0.000000,0.000000
150,0.000000,0.000000,0.000000,0.000000,0.000000
